date,nav
2000-02-01,0.999
2000-02-02,0.9578106842514299
2000-02-03,0.9728414195605356
2000-02-04,1.009456265768012
2000-02-07,1.005406876927919
2000-02-08,0.9973852261274309
2000-02-09,0.9507225731919962
2000-02-10,0.980319105727759
2000-02-11,0.9539592708110679
2000-02-14,0.9424068686695097
2000-02-15,0.9842011196643493
2000-02-16,0.9884157166172393
2000-02-17,0.9509482671835837
2000-02-18,0.9484022535728476
2000-02-21,0.8981826518758478
2000-02-22,0.8478477869254526
2000-02-23,0.8134244498707814
2000-02-24,0.8602837647657998
2000-02-25,0.9268918475423022
2000-02-28,0.918787439213585
2000-02-29,0.9476468684185795
2000-03-01,0.9831953803013398
2000-03-02,0.9902609525408802
2000-03-03,0.9867768438103053
2000-03-06,0.9895997494166117
2000-03-07,1.0330516050023428
2000-03-08,1.0680547153664182
2000-03-09,1.1018147716224123
2000-03-10,1.069993557380984
2000-03-13,1.069993557380984
2000-03-14,1.069993557380984
2000-03-15,1.069993557380984
2000-03-16,1.069993557380984
2000-03-17,1.069993557380984
2000-03-20,1.0556736856850009
2000-03-21,1.0746172309607003
2000-03-22,1.0539051089834022
2000-03-23,1.0801890501324738
2000-03-24,1.0730593176913177
2000-03-27,1.075661188105208
2000-03-28,1.0638453679427458
2000-03-29,1.049831723856709
2000-03-30,0.9765446520460231
2000-03-31,0.9868244700301781
2000-04-03,0.9860876485398071
2000-04-04,1.0017648671401513
2000-04-05,0.9627563345727069
2000-04-06,1.0396384361880413
2000-04-07,1.0385211302303337
2000-04-10,1.021069997949403
2000-04-11,1.0101571471554582
2000-04-12,0.9937268120157092
2000-04-13,1.0298727813556001
2000-04-14,1.0450466180187132
2000-04-17,1.0062111296737537
2000-04-18,0.9857392545095439
2000-04-19,1.0079674437106876
2000-04-20,1.0230037605112892
2000-04-21,1.0374808098769925
2000-04-24,1.02673748958562
2000-04-25,1.0822022845188792
2000-04-26,1.1097448200803381
2000-04-27,1.1051130738552462
2000-04-28,1.1683310110772887
2000-05-01,1.197103168616538
2000-05-02,1.221653472652653
2000-05-03,1.2050660541079627
2000-05-04,1.1372401117623305
2000-05-05,1.1387701160461419
2000-05-08,1.0808665511721656
2000-05-09,1.1224637532123127
2000-05-10,1.1247088885345282
2000-05-11,1.1304279130542245
2000-05-12,1.118851699898464
2000-05-15,1.064496302539695
2000-05-16,1.101280828353537
2000-05-17,1.0619342874668094
2000-05-18,1.0444539880888515
2000-05-19,1.0444539880888515
2000-05-22,1.0221504690859826
2000-05-23,0.9850710127729394
2000-05-24,1.023231691539509
2000-05-25,1.0419974342707035
2000-05-26,1.025955262820645
2000-05-29,1.0327226558678861
2000-05-30,1.0361898834794934
2000-05-31,1.0487356844205278
2000-06-01,1.0683037070132033
2000-06-02,1.041951626298531
2000-06-05,1.038497150440455
2000-06-06,1.0518107692460115
2000-06-07,1.0291513838634343
2000-06-08,1.047553452438446
2000-06-09,1.0431130645859756
2000-06-12,1.0144264912045224
2000-06-13,1.001755493382451
2000-06-14,0.9971280074521891
2000-06-15,0.9869847313832364
2000-06-16,0.9413144745384416
2000-06-19,0.9520029272555199
2000-06-20,0.9623842713920527
2000-06-21,0.9581192057681529
2000-06-22,0.9661939461875625
2000-06-23,0.9579155194463289
2000-06-26,0.9422344900707382
2000-06-27,0.9455913995684224
2000-06-28,0.9343891895757893
2000-06-29,0.9232394254986963
